"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Honduras","HND","Cereal production (metric tons)","AG.PRD.CREL.MT","","318005","343680","347221","396321","398168","394355","389439","392849","396423","399941","403548","407208","403798","417765","445484","460338","517570","530184","424434","476098","575997","445978","551581","603873","502454","550439","613157","526611","618597","682954","691674.66","686528","691213.92","674003","769613","784468.57","756955","590306","562176","606578.43","603029.37","579161.72","598653","527961.28","555622.39","595111.46","752423.49","660074.3","702199","632857.61","635620.08","621782.61","708268.05","670111.28","729021.15","701829.84","765602.19","791201.52","667799.38","753711.53","743577.18","751007.99","773845.23","","",
"Heavily indebted poor countries (HIPC)","HPC","Cereal production (metric tons)","AG.PRD.CREL.MT","","25309081","26152905","26390955","27072907","26869130","27564562","30208987","28025273","30816366","29843841","30817435","30471126","30341757","32464476","33712726","35680231","34950293","35736918","34864315","36149012","37900894","35344407","36538302","34762180","40046380","40657600","38664444","45900843","43514577","40146958.05","45423755.41","42895511.53","46468462.38","45914787.2","49035783.56","54884856.44","51331646.79","55155085.46","54674505.1","50726208.62","57435606.4","58970539.03","65285683.9","61286235.18","71933739.55","75027938.28","78010580.44","82345749.04","90038962.48","99903635.88","95843689.61","104656106.08","107881355.08","116104652.27","112341527.39","119665870.61","120844061.93","129592803.9","127983192.25","135553214.66","134039707.16","139320288.17","140065804.62","90142392.65","",
"Croatia","HRV","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2359523.84","2737666.09","2600256.33","2764526.58","2766036.82","3182961.07","3214302.66","2887906.73","2310524.99","2826686.21","3077663.8","2015938.11","3067103.53","3039957.2","3035940","2536186","3726750","3442567","3014507.09","2835283.88","2694563.67","3195466.11","3001476.94","2802791","3573872","2659648","3243520","3513320","3746320","3645150","3023810","3191010","","",
"Haiti","HTI","Cereal production (metric tons)","AG.PRD.CREL.MT","","466000","472500","478000","485000","493000","497000","511000","486000","534000","530000","544000","564000","457477","458400","422500","446000","369587","374504","428729","419670","409250","390900","428180","432058","444655","475915","461806","469183","453100","360900","400000","451796","422377.1","425000","412795.71","412198","490000","402596","475000","430500","363000","376000","381500","398000","405500","415000","520000","420000","553500","626800","616092.22","441594.05","613317.95","586897","428590.12","442632","484000","415370","389868","300130","373000","340000","330000","","",
"Hungary","HUN","Cereal production (metric tons)","AG.PRD.CREL.MT","","6174805","6829499","6478872","6918522","7495221","7621221","7933082","8453829","9711470","7640260","9818933","10803835","11698511","12468716","12225960","11347383","12335895","13385358","12103387","14009190","12889433","14919042","13764913","15730515","14808816","14301241","14168185","14966140","15416584","12561481","15832169","10011896","8548410","11748979.46","11298996","11343967","14139126","13037591","11392048","10036050","15045901","11703295","8769586","16779323","16212463","14467371","9652899","16840650","13590362","12269359","13678147","10372740","13609910","16613380","14145172","16643885","14017280","14885530","15650010","15566640","13980870","9060660","15039690","12689330","",
"IBRD only","IBD","Cereal production (metric tons)","AG.PRD.CREL.MT","","347055379","367599560","395699789","416958316","415466547","439504579","468353723","474061735","482261075","521023819","549650863","537780635","564294399","577607761","616555663","635153797","633711803","681003461","679293300","694857668","731638240","756529722","804933923","843931381","831089684","848518474","844312318","877089738","909052542","939740208.64","948082226.71","1137805807.72","1150032852.85","1124920485.03","1122535149.84","1168482981.78","1220875310.98","1175654696.08","1198496839.6","1159226202.9","1225732424.51","1199064298.12","1192421561.52","1278593843.9","1288186528.33","1317888820.54","1352266025.77","1457845844.55","1432968470.81","1435015801.47","1561035524.47","1540761921.01","1644905746.5","1676334803.89","1707630066.74","1735386655.08","1815628348.27","1780855840.15","1829702672.29","1860251542","1899900082.53","1907060837.17","1936482694.31","797288945.87","",
"IDA & IBRD total","IBT","Cereal production (metric tons)","AG.PRD.CREL.MT","","420518179","443250422","474924204","497993179","496020276","513863874","553421201","560274944","575032612","612620534","638599621","624452768","654987197","674287305","715902758","736113592","735241709","784186791","780712387","809324866","851068299","872537197","924793806","959526829","959607656","984487709","973272734","1020622812","1053656089","1082572564.61","1094315938.17","1291504605.23","1312344985.74","1287921995.3","1293864921.67","1348322432.88","1395166122.2","1357992979.06","1391454896.45","1353004714.59","1425324951.26","1402856483.91","1411517119.36","1495604868.98","1529543419","1569857008.65","1608607660.04","1728263016.35","1708677917.4","1725918699.24","1846895682.75","1834002635.48","1946314385.44","1992493218.17","2021570690.27","2057762279.64","2140515405.94","2119125325.44","2172751200.48","2216557430.65","2258058693.6","2269072806.75","2308488082.52","1018868740.14","",
"IDA total","IDA","Cereal production (metric tons)","AG.PRD.CREL.MT","","73462800","75650862","79224415","81034863","80553729","74359295","85067478","86213209","92771537","91596715","88948758","86672133","90692798","96679544","99347095","100959795","101529906","103183330","101419087","114467198","119430059","116007475","119859883","115595448","128517972","135969235","128960416","143533074","144603547","142832355.97","146233711.46","153698797.51","162312132.89","163001510.27","171329771.83","179839451.1","174290811.22","182338282.98","192958056.85","193778511.69","199592526.75","203792185.79","219095557.84","217011025.08","241356890.67","251968188.11","256341634.27","270417171.8","275709446.59","290902897.77","285860158.28","293240714.47","301408638.94","316158414.28","313940623.53","322375624.56","324887057.67","338269485.29","343048528.19","356305888.65","358158611.07","362011969.58","372005388.21","221579794.27","",
"IDA blend","IDB","Cereal production (metric tons)","AG.PRD.CREL.MT","","18466970","19364774","19498932","19796108","20580162","17724632","20985449","23317339","26295306","26238618","25786167","24226253","26447263","29814393","28631130","29004632","29363285","27861967","28855360","31349820","34031564","34100310","33998936","33567159","38468585","44737725","41116332","44840690","47351357","46564650","47510502.36","50451161.56","54146432.69","54294742.36","58302207.06","58995892.89","58825682.53","61985755.19","62470486.43","63578378.32","59807041.38","61532800.31","66173210.81","70240071.25","75085075.12","79025182.85","79264544.05","80419576.65","75523490.93","78375504.91","77505362.62","77549112.39","80770086.38","88580551.77","88153872.71","90252542.74","91604319.96","92249282.3","94097109.28","97203596.78","101819440.22","99265172.88","103372626.61","32319886.93","",
"Indonesia","IDN","Cereal production (metric tons)","AG.PRD.CREL.MT","","14367100","16246900","13952800","16074600","15339500","17367400","15591101","20328850","20313080","22156220","22796490","21647980","25179300","25483788","25242090","25873084","26489786","29800800","29888191","33642843","37283478","36818521","40389883","43424273","43362447","45647142","45233872","48328093","50918096","51912780","50944146","56235467","54640825","53510380","57990042","60408927","58147907","59406188","60070424","61575000","59808000","61074973","63024042","65313711","66674990","66064399","67878527","73984922","76643740","77610636","75902250","79092022","78606853","78067426","80643435","77609413","80416000","78040534","74254033","71575202.24","72561911.22","77105730.08","73966646","","",
"IDA only","IDX","Cereal production (metric tons)","AG.PRD.CREL.MT","","54995830","56286088","59725483","61238755","59973567","56634663","64082029","62895870","66476231","65358097","63162591","62445880","64245535","66865151","70715965","71955163","72166621","75321363","72563727","83117378","85398495","81907165","85860947","82028289","90049387","91231510","87844084","98692384","97252190","96267705.97","98723209.1","103247635.95","108165700.2","108706767.91","113027564.77","120843558.21","115465128.69","120352527.79","130487570.42","130200133.37","139785485.37","142259385.48","152922347.03","146770953.83","166271815.55","172943005.26","177077090.22","189997595.15","200185955.66","212527392.86","208354795.66","215691602.08","220638552.56","227577862.51","225786750.82","232123081.82","233282737.71","246020202.99","248951418.91","259102291.87","256339170.85","262746796.7","268632761.6","189259907.34","",
"Isle of Man","IMN","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Cereal production (metric tons)","AG.PRD.CREL.MT","","87376496","87257552","90373008","93706000","79699504","80137608","95453504","102443708","106291244","113909504","113238296","108615456","119648216","106793000","127807800","121625108","138062904","142964696","126470304","140490600","147583816","136101404","166781704","164477600","165682196","164955216","156114500","183867008","199413216","193919312","193537846","200710204","205022000","213439700","209620950","204181397.94","223945717.06","221085350","237080554","235956546","241697796","213289454","234990800","227157170","236175796","242864046","259682404","264426400","251252335","263964188.06","291776685.45","292416126.14","291510218.44","298698863.38","284850922","299053838.96","309663380.51","320692531.88","323957437.96","341446939.74","355529808.53","353766052.45","373583926.89","391123857.84","",
"Not classified","INX","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Cereal production (metric tons)","AG.PRD.CREL.MT","","1367919","1439216","1258816","1136399","1173711","1107600","1269300","1450800","1403200","1371000","1580400","1431400","1296500","1440900","1379700","1253000","1833000","1768000","1916000","2064800","2046800","2177700","1990700","2513800","2095800","1954800","2107800","2077800","1918800","1965820","1968048.39","2025770.8","1633158.66","1618110.58","1803329.58","2150592.05","1952836.76","1875440.01","2025967.25","2177490.65","2169040.7","1966954.95","2152352.89","2507508.33","1947926.55","2090355.84","2006462.35","2463992.68","2066174.9","2043780.93","2512186.79","2127500","2403000","2599817.27","2635748.65","2312985.31","2394645.57","1784900","2267990","1892640","2363950","2485680","1902430","1896580","",
"Iran, Islamic Rep.","IRN","Cereal production (metric tons)","AG.PRD.CREL.MT","","4303119","4402740","4101140","4299578","5642713","6588982","5833000","6594000","6310000","6448000","5692000","6787000","6901000","6931000","8445000","9182500","8211950","8474311","8693746","8582850","9289878","10221717","9321331","10051706","10727817","11898530","12193218","12116749","10786652","13683863","14450207.9","16029233.6","16786212.2","16692464.7","17191141","16102130.2","15787881.2","18984493.2","14197138.8","12877641.8","14943509.7","19873850.17","20947988.4","21987685.3","21914452.7","22469919.6","24077570.4","12210782.6","17952655.2","19597231.3","15018275.96","15777121.79","16427670.68","17551045","18255384.86","22419770.81","19286154.53","20130243.11","22314123.14","22573920.03","18297823.18","20162028.86","20964153.27","","",
"Iraq","IRQ","Cereal production (metric tons)","AG.PRD.CREL.MT","","1847205","2332325","1432038","1629550","2006634","1858708","2051724","2899566","2473690","2112408","1588491","3901326","1603339","1960870","1372508","2109366","1444700","1780469","1480600","1891900","2035800","2065900","1821700","1100160","2932251","2280630","1728000","2590600","1496700","3454800","2672653","2959211","3239908","2830150","2540110","3004520","2215530","2431550","1604520","904480","1818903.07","4124870","3521487.33","3316916.71","3708150","3785500","3752471","2225411","2650113","4362383","4270151","4790950","6950373","7451634","3580324.91","4189005","4001107","2633473","7488255","9349401","5651910.37","3724302.96","5224352.42","","",
"Iceland","ISL","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4637","7389","7400","3900","7900","7287","7490","8900","7679","","",
"Israel","ISR","Cereal production (metric tons)","AG.PRD.CREL.MT","","171600","152700","139200","329400","288000","137100","304650","223150","196750","155050","246500","385650","301700","352700","311700","251450","263650","190900","151700","303400","260900","203700","437100","173400","240850","285850","411650","309050","318800","396564","277320","342715.06","297038.66","183954","309380","264166.62","187072.69","248700","123030","182870","241640","271105","305620","273337.55","307620.25","245105.56","283464.48","198842.75","257009.47","241055.51","273519.91","356387.62","336558.34","372420.26","321746.39","262284.33","173788.48","150689.74","184113.18","246807.47","268351.8","241004.19","232342.59","","",
"Italy","ITA","Cereal production (metric tons)","AG.PRD.CREL.MT","","13933400","14433210","13324660","14007520","14531270","14377630","15165050","15047330","15848360","16153080","16341770","15616689","15746610","16640396","16921900","16495300","14409200","17662800","17621700","17995200","18457268","18337400","18081100","19927800","18028600","18697900","18399800","17400000","17132670","17410540","19219130","19890867","19771428","19186472","19679024","20899946","19916519","20731020","21067676","20660952","19933158","21248429","17864361","23283207","21423171","20206559","20350618","21613374","17705746","18502904","19521138.3","18594125.5","18214664","19396843.8","17694873.4","18219221","16251718","16548350","16363450","16945440","16568150","14300570","15452820","","",
"Jamaica","JAM","Cereal production (metric tons)","AG.PRD.CREL.MT","","8433","8941","9530","7315","5995","6379","4384","3713","4587","5011","5584","4479","4140","10132","13846","13077","10553","10273","7309","6782","6374","4630","7040","9044","8153","7030","6226","3793","3431","2381","3466","4334","3564","4081","3899","4067","3150","2228","2164","1781","2116","1765","2057","1611","1929","1895","1738","1997","2509","2626","2967.7","3121","2996","2512","2365","2353.6","2540","2177.09","2059","2018","2122","2426","2291","","",
"Jordan","JOR","Cereal production (metric tons)","AG.PRD.CREL.MT","","208006","152901","102164","400558","380963","126550","216113","115119","202093","59792","195138","246449","56478","285121","62974","80954","74829","69413","21721","172193","70217","72247","129200","62030","82711","41046","115268","127093","79576","129010","101779","144313","88891.5","74916","90546","72773","71590","65317","14460","38302","37200","100958","69009.52","38613","71630","47465","35515","28220","41152","58260","66582","69627","87914","81280","68941","69268","62088","67328","93258","114192","102554","50899.5","79359.9","84011.52","",
"Japan","JPN","Cereal production (metric tons)","AG.PRD.CREL.MT","","20318660","20635150","19470310","19079380","18925506","18915600","21023600","20998210","19912510","17661810","15205810","16168610","16287820","16511820","17624830","15712220","17495960","16483170","15938870","13191708","13824230","14000333","14059961","16012384","15856023","15805100","14526600","13866800","14317700","14449107","13069924.88","14285806.7","10737390","15787203.37","14121766.07","13668044.47","13319770","11933530","12282680","12796066.71","12254842.67","12184519.33","10824201.51","11993783.7","12433769.16","11741858.54","12024848.13","12151091.21","11461384.89","11454614.23","11657491.61","12166480.7","12264625.46","12285001.04","12141378.23","11924734.91","11903650.57","11575323.38","11843136.29","11692636.75","11989622.75","11718541.06","11498533.52","","",
"Kazakhstan","KAZ","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29649100","21530700","16399233.41","9476320","11210020","12358980","6380160","14248300","11539396","15865279","15926090","14738300","12337671","13750260","16472690","20082040","15530034","20763550","12115936.1","26825408.11","12788283.02","18156926.97","17110814.34","18585080.23","20409775.1","20129017.6","19863375.73","17232084.31","19884853.43","16216231.34","21722294.24","16739554.8","24565948.19","",
"Kenya","KEN","Cereal production (metric tons)","AG.PRD.CREL.MT","","1376218","1520717","1711045","1718408","1794258","1617546","2005760","2330767","2324274","2089966","2007843","2214950","2445860","2541882","2627749","3236349","3177352","2778901","2377734","2231089","2229399","2946815","2713320","1739552","2915624","3385292","2896914","3300425","3160756","2788475","2923992","2997899","2539301","3624079","3229877","2669157","2700368","2927285","2802247","2591351","3369648.3","3045518","3351497","3199022","3585080","3936250.35","3613833.84","2866110.72","2898883.86","4347437","4058581","4711585","4536942","4227112.63","4523082.62","3892022.42","3711200.84","4805995.66","4595021.63","4881250.72","4074461.28","3846912.71","5146069.64","","",
"Kyrgyz Republic","KGZ","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1596100","1537600","1059790","911080","1325419","1610388","1607530","1617630","1550090","1794556","1712217","1633632","1708898","1621549","1504006","1417557","1440359.03","1858103","1510268.31","1504682.83","1357040.8","1728265","1355798.3","1753400.4","1763628.63","1720953.81","1783480.01","1823496.71","1901467.81","1376452.91","1912650.7","1671536.41","","",
"Cambodia","KHM","Cereal production (metric tons)","AG.PRD.CREL.MT","","2557300","2190800","2805200","2963900","2639000","2511800","2606900","3405000","2620600","3951000","2853700","2006600","1122700","705000","1145000","1175000","1080000","1080000","608000","1818000","1575000","2000000","2082000","1308000","1854000","2144000","1853000","2541000","2726000","2588000","2460000","2281000","2428764","2268500","3502700","3468563","3457340","3558381","4136174","4183064","4284605","3971406","5025548","4426949","6233960","6641061","7250000","7787338","8509896","9018589","9496000","10241849","10238400","9798000","9668100","10494300","11749500","12123500","11780700","11836000","12906000","12787000","14380000","","",
"Kiribati","KIR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Cereal production (metric tons)","AG.PRD.CREL.MT","","6629757","5902917","6377585","7380506","7212458","8041079","7453095","7156833","8375894","8034292","7968165","7979340","8056924","8281408","9044456","9882637","9643628","10541876","10148227","6676479","8530055","8583504","8995642","9269310","8807552","8637576","8467053","9163507","8950058","8434015","7720465","7677307","6814911","7158465","6767246","7505223","7607782","7070638","7395754","7435175","7746435","6990361","6400167","7014673","6721823","6541077","6235335","6752447","6757669.49","6020702.01","5825775.77","5604303.9","5810450.68","5852499.19","5976258.87","5831045.8","5487987.7","5418712.13","5272979.18","4945435.62","5443029.24","5219697.61","5134022.24","","",
"Kuwait","KWT","Cereal production (metric tons)","AG.PRD.CREL.MT","","0","0","0","0","0","0","0","3","5","8","10","20","24","9","28","32","27","131","225","220","413","505","780","776","3109","3148","3415","3687","2472","1830","884.95","136.6","787","1235","1961","3417","3616","6148","6343","7996","9251","13633","21809","9630","10078","14576","23234","15747","13651","20303","35457","26862","33254","53636","9312","5257","6103","11217","31382","31395","24680","27028.69","30954.56","","",
"Latin America & Caribbean (excluding high income)","LAC","Cereal production (metric tons)","AG.PRD.CREL.MT","","44118725","44943154","49896642","55845990","53732334","55263799","60297751","57935647","60680259","67120537","68328034","64316144","71229083","73968309","75958256","82769289","81324349","81211688","78665324","83351878","98392850","100419047","94835576","100751259","103834086","98714686","104610319","100545829","98337544","91293678","95329428.95","110513880.32","108075456.56","112803971.6","115720614.26","117838568.85","124027641.43","122194347.61","125887740.94","129714037.52","141568434.34","129931071.48","153141580.33","151033600.76","142997717.08","145841555.67","169490832.05","176013490.27","152942396.51","181531100.74","180414257.72","190235782.66","213696738.4","219614138.43","223137175.14","219763516.09","260847176.76","240475940.6","270933371.9","275964466.23","271050177.66","283206609.86","288033715.73","243446254.4","",
"Lao PDR","LAO","Cereal production (metric tons)","AG.PRD.CREL.MT","","557000","528000","535000","754000","763000","774000","833000","796000","921503","928231","837284","843330","910310","931914","938000","691325","727621","753380","898610","1081495","1187445","1127049","1132450","1355005","1428510","1490981","1242881","1054211","1447954","1558061","1292405","1561060","1298250","1632811","1468204","1491595","1738300","1784400","2198925","2318700","2446569","2540622","2518278","2732500","2940560","3113650","3398240","4077685","4279186","4091515","4161995","4614695","4628645","5414864.74","5618250","5701160","5232304","4566380","4328125","4202725","4195807","4244390","4358683","4266040","",
"Lebanon","LBN","Cereal production (metric tons)","AG.PRD.CREL.MT","","96500","106347","84700","89000","80905","95968","91301","64882","44228","54092","52414","76416","65638","92444","82700","55700","60760","56600","48600","30450","29575","30420","27200","25831","34450","46530","70482","73032","79361","77358","83213","88401","80905","79109","100385","93796","89657","102843","93000","122800","152950","140144","145835.93","165056.82","177240","189400","153370","177000","146600","111784.67","158638.17","188629.35","178658.66","176627.23","180116.43","181183.97","166851.49","164130","165440","174470","133530","133552","133417.54","","",
"Liberia","LBR","Cereal production (metric tons)","AG.PRD.CREL.MT","","115000","120000","125000","130000","135000","141000","142000","152000","163000","190000","200000","210000","225000","248000","229000","245000","256000","244000","249000","243000","269000","284000","290000","298000","289000","288000","297700","297700","294090","180000","100000","110000","65000","50000","56200","94450","168400","209400","196300","183400","145000","110000","100000","110000","154800","164000","231800","295150","293000","296090","291000","297000","270000","266000","296000","335180","247495","257995","276400","279000","255600","288000","256200","","",
"Libya","LBY","Cereal production (metric tons)","AG.PRD.CREL.MT","","104992","124400","128400","118200","155601","159615","174883","152963","205174","82458","50804","160131","274089","186860","270184","332909","110732","299221","213486","214831","247730","292800","417587","275134","234575","284850","275970","283231","321878","272536","257988.97","218124.02","180161.03","165154.92","146510.94","159800","206200","212700","212700","221780","217800","217100","216700","218465","233600","213470","213770","213200","215350","243539.07","275210","308472.65","305900","304363.03","254599.99","299287.67","209512.43","279550","219610","209411","209452","209824.8","207966.28","164800.15","",
"St. Lucia","LCA","Cereal production (metric tons)","AG.PRD.CREL.MT","","50","50","30","18","20","30","30","25","25","21","25","30","31","35","35","35","35","35","35","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Cereal production (metric tons)","AG.PRD.CREL.MT","","47397095","48303727","53129887","59751971","57638446","59362843","64191784","62266099","64675807","71363842","72458035","67956173","74888690","78437212","80551648","86759325","86545411","85838020","84003832","88442972","103512975","105255823","99584208","106319887","109998151","105465865","111733285","107990814","105743090","98081777","102384642.95","117835224.27","115294942.78","120195901.87","123833581.39","126080521.71","132683028.36","130511998.96","133653689","138186931.67","150671112.51","138643694","162912716.1","162118017.32","153933640.99","157016836.89","180001639.07","187520386.23","164777867.45","193871474.63","192843598.23","202877142.46","226401100.18","232342261.38","234481186.19","230839590.16","271373993.32","249930614.02","281105710.14","286376367.86","281850448.3","293738926.55","298155244.72","250653741.19","",
"Least developed countries: UN classification","LDC","Cereal production (metric tons)","AG.PRD.CREL.MT","","52180473","52239100","55923211","57480320","56559429","53639100","60108088","59331169","62467769","61461312","59226875","57408096","60954613","61376090","66007948","66559234","67333149","69542197","67327702","75603232","77778090","75836508","79217605","75919525","82850292","83524005","81316188","89093404","91494307","88671335.97","90647525.08","92347909.34","95458464.93","96451233.57","99502706.66","107776559.36","103505067.11","107240646.35","119306760.61","118692182.15","126746829.56","127732473.5","137659080.28","133290647.1","151799443.34","157672966.5","163510998.73","177459099.36","184784690.1","197490478.09","193437776.67","199880751.57","204981527.32","215212629.04","210035568.57","218749495.55","221327645.02","233736582.99","230470190.1","240865282.26","241042436.17","248941181.97","250954333.06","183301792.78","",
"Low income","LIC","Cereal production (metric tons)","AG.PRD.CREL.MT","","20526602","22354196","22439867","22735079","21846123","21182522","24307009","22139664","25196816","23532097","23905585","25169725","24260758","27349429","28297030","30243912","28535290","29995043","27760800","29865590","31840613","27822195","28558301","25303686","31486283","32719940","28921414","37737988","31000897","30887980.05","37961810.68","38322769.8","40591742.62","39929136.02","36246349.94","36981793.76","34332144.98","42098652.18","37586193.72","33211713.11","40448501.24","41096860.3","47687979.25","40503727.39","49241340.73","52374895.37","52005352","50369167.72","56888316.5","59509778.5","57658587.23","64066218.97","63881740.25","65999717.18","60474389.48","64673435.12","62074573.09","66087332.66","69790515.14","71299891.23","65232015","72773873.58","71322319.62","51151234.77","",
"Liechtenstein","LIE","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Cereal production (metric tons)","AG.PRD.CREL.MT","","951868","1061828","1076631","1100142","795199","1011504","1190706","1385641","1412377","1644193","1421355","1342614","1353723","1650815","1211357","1306398","1719023","1932237","1955033","2170390","2265866","2192543","2528616","2467570","2702001","2638561","2177294","2523913","2101237","2578860","2429895","2373882","2609310","2722454","2850089","2098777","2268861","2730821","2893630","2896040","2728140","2890180","3106450","2668240","3294530","3396030","3193100","4017620","3788070","4469740","4038207","4054851","4837225","3631157","5055088.45","4672796","2584660","4208158","4843381","5441134.5","5630773.7","3663231","4744648","","",
"Lower middle income","LMC","Cereal production (metric tons)","AG.PRD.CREL.MT","","162231319","166982777","174318890","178809641","164594781","157288825","182749067","195847179","202833212","212549906","210306922","201673971","218248250","210910391","233678244","230640191","245365762","253059882","237216104","261843678","272154281","265984072","296449687","296359580","310323469","317597264","301760794","340040396","367577072","362760554.92","365561972.07","376595260.93","389302089.68","404426501.63","402005531.76","414291943.58","426231621.44","429593100.84","463539336.16","467533028","472955113.26","453570827.31","489808967.79","490729952.18","510854134.28","531322721.18","545752175.63","574463554.29","562927635.11","578776115.6","612196149.79","613600648.89","625710608.15","642785658.43","633096483.9","640811037.13","661230736.66","677190936.25","680117249.98","705783240.17","738454134.6","723839344.78","759047943.06","543204640.78","",
"Low & middle income","LMY","Cereal production (metric tons)","AG.PRD.CREL.MT","","385829964","411515443","441688371","463658491","457362594","472837371","512461108","519169352","533325470","574458242","592708997","574903071","609204889","627943324","670764646","684311247","686406873","734579530","732486593","758813225","802614166","817171185","871732703","901236718","907044061","926568713","917022577","962272765","992737711","1023155210.61","1034656699.65","1143274575.13","1165651892.97","1155380201.49","1166386258.62","1220976292.12","1237196909.63","1249533181.3","1275298288.29","1236604332.05","1273434620.33","1254637338.11","1290243430.45","1339279221.75","1379968679.9","1428898827.56","1467632321.47","1546160799.23","1535333883.31","1586188865.02","1671141548.78","1686967344.51","1765632610.56","1792217953.2","1828538207.53","1844357063.09","1903883765.74","1903440828.41","1945387746.22","1983334479.27","2025394211.02","2012744234.68","2065788698.18","984784146.07","",
"Lesotho","LSO","Cereal production (metric tons)","AG.PRD.CREL.MT","","226648","223800","223400","222000","216800","223400","217300","212506","211684","182536","197254","104350","150350","264905","154422","119658","251026","288249","228837","194497","171796","125048","123097","131679","167107","132455","146191","233910","199365","242119","67253.8","93800.14","153256.22","222852.81","81221","257418","206026","171933","173865","149723.48","254959.76","149947.22","116475.05","109279.54","111647.04","87205","71887","72997","74121","173193","103897.43","101382.16","107452","115733.29","82840.23","25678.06","216011.86","157857.07","35092.36","28530.1","98314.84","82443.77","143079.9","","",
"Late-demographic dividend","LTE","Cereal production (metric tons)","AG.PRD.CREL.MT","","182648377","196062466","217451011","231401436","247476050","261812411","267382058","268579125","268807028","294565759","315148175","309617260","327131493","345341618","353541683","372795347","358100129","388975368","408534092","406403806","409991960","448189801","474718461","506671798","487175032","501731126","508935989","510981482","530818991","553156743.92","560737655.64","695939493.12","692896549.88","668631338.45","669082411.71","709348485.19","729765821.98","692314944.89","709922290.13","658424168.85","706226137.84","699405272.92","675464490.03","740026558.86","738662059.11","769247346.25","783328072.58","861849929.15","857532518.72","830687630.22","917209616.03","901699622.93","969838377.51","988924469.22","1042441328.34","1036009146.36","1089090902.7","1052267194.49","1076246232.29","1091666286.58","1097933031.24","1140419721.01","1155563095.27","193895577.93","",
"Lithuania","LTU","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2206141.65","2681041.65","2106741.65","1915041.65","2623641.65","2953841.65","2725441.23","2057892.12","2667601.65","2356159.83","2539100","2625800","2859400","2811100","1857800","3017000","3421900","3806600","2796700","3225900","4656600","4474800","5123200","6066749","5120821","5074188","4052940","5235500","6544720","5340820","5623660","5629750","","",
"Luxembourg","LUX","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152830","144299","169038","164133.42","178984","160569","161461","148351","190722","188562","166184","149591","153433","173287","168563","176516","139262","149291","157630","163590","146230","147160","170660","148070","","",
"Latvia","LVA","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1143400","1230700","896100","689040","960800","1035200","958900","783400","923624","928000","1028500","932400","1059500","1314300","1158700","1535200","1689400","1663100","1435500","1412000","2124500","1948700","2227200","3021500","2703200","2692500","2057300","3163200","3497100","2994600","3243700","2715800","","",
"Macao SAR, China","MAC","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
