Crop,Region,District,Year,Area_Planted_ha,Yield_kg_per_ha,Production_tonnes
Unmanufactured tobacco,Ghana (National),,2021,6168.0,413.1,2548.0008000000003
Unmanufactured tobacco,Ghana (National),,2022,6197.0,408.0,2528.376
Unmanufactured tobacco,Ghana (National),,2023,6185.0,411.4,2544.509
Unmanufactured tobacco,Ghana (National),,2024,6183.0,414.1,2560.3803000000003
Yam,ASHANTI,,2011,33938.0,13872.76,470813.80499999993
Yam,BRONG AHAFO,,2011,125473.0,17305.25,2171341.28
Yam,CENTRAL ,,2011,2818.3,5574.83,15711.55
Yam,EASTERN ,,2011,39209.0,17419.3,682993.5
Yam,NORTHERN,,2011,138553.0,14475.38,2005607.445
Yam,UPPER WEST,,2011,26301.6,1223.67,32184.434227677342
Yam,VOLTA,,2011,27355.5,15600.19,426750.9565000001
Yam,WESTERN,,2011,10150.0,4900.0,49735.0
Yam,Western, Amenfi East,2011,500.0,7900.0,3950.0
Yam,Western,Amenfi  West (Wassa Amenfi),2011,600.0,6800.0,4080.0
Yam,Western,Aowin -Suaman,2011,860.0,6800.0,5848.0
Yam,Western,Bia,2011,1700.0,5000.0,8500.0
Yam,Western,Bibiani-Anhwiaso-Bekwai,2011,2550.0,7800.0,19890.0
Yam,Western,East Nzema,2011,30.0,4800.0,144.0
Yam,Western,Jomoro,2011,20.0,4800.0,96.0
Yam,Western,Juabeso,2011,1750.0,,
Yam,Western,Mporhor Wassa East,2011,200.0,4920.0,984.0
Yam,Western,Sefwi-Wiaso,2011,1700.0,8900.0,15130.0
Yam,Western,Shama Ahanta East,2011,30.0,4900.0,147.0
Yam,Western,Wassa West,2011,180.0,5800.0,1044.0
Yam,Western,West Ahanta,2011,30.0,4800.0,144.0
Yams,Ghana (National),,2012,426343.0,15571.7,6638885.2931
Yams,Ghana (National),,2013,421558.0,16782.0,7074586.356
Yams,Ghana (National),,2014,428000.0,16633.2,7119009.6
Yams,Ghana (National),,2015,430198.0,16960.0,7296158.08
Yams,Ghana (National),,2016,438183.0,16980.0,7440347.34
Yams,Ghana (National),,2017,458480.0,17136.8,7856880.064
Yams,Ghana (National),,2018,470000.0,16719.6,7858211.999999999
Yams,Ghana (National),,2019,500000.0,17508.0,8754000.0
Yams,Ghana (National),,2020,505000.0,17714.9,8946024.5
Yams,Ghana (National),,2021,551000.0,18653.4,10278023.4
Yams,Ghana (National),,2022,580707.0,18430.8,10702894.5756
Yams,Ghana (National),,2023,568184.0,18570.3,10551347.3352
Yams,Ghana (National),,2024,536529.0,18849.0,10113035.121
